0	0.990009	-nan
1	0.987376	0.000142
2	0.985222	0.000250
3	0.982885	0.000230
4	0.980349	0.000242
5	0.977600	0.000262
6	0.974860	0.000416
7	0.971993	0.000590
8	0.968891	0.000632
9	0.965770	0.000723
10	0.962404	0.000830
11	0.958927	0.001010
12	0.955197	0.001050
13	0.951025	0.001201
14	0.947142	0.001286
15	0.942949	0.001503
16	0.938759	0.001822
17	0.934178	0.001858
18	0.929556	0.002070
19	0.924813	0.002046
20	0.919717	0.002109
21	0.914556	0.002098
22	0.909147	0.002142
23	0.903533	0.002311
24	0.897885	0.002208
25	0.892124	0.002532
26	0.886258	0.002595
27	0.880123	0.002445
28	0.873965	0.002687
29	0.867341	0.002884
30	0.860760	0.003147
31	0.854315	0.003074
32	0.847725	0.003237
33	0.840598	0.003207
34	0.833525	0.003412
35	0.826580	0.003590
36	0.819448	0.003933
37	0.812116	0.004162
38	0.804603	0.004390
39	0.797336	0.004654
40	0.789901	0.004868
41	0.782236	0.004700
42	0.774442	0.005055
43	0.767029	0.005302
44	0.759139	0.005569
45	0.751528	0.005536
46	0.743617	0.005963
47	0.735497	0.006220
48	0.727836	0.006200
49	0.720041	0.005993
50	0.712550	0.005915
51	0.704790	0.005831
52	0.697115	0.005971
53	0.689298	0.006483
54	0.681513	0.006507
55	0.673933	0.006559
56	0.666347	0.006351
57	0.658931	0.006403
58	0.651315	0.006606
59	0.643665	0.007049
60	0.636172	0.006733
61	0.628769	0.006335
62	0.621004	0.006391
63	0.613766	0.006508
64	0.606384	0.006356
65	0.599250	0.006131
66	0.592363	0.005996
67	0.585374	0.006063
68	0.578717	0.006102
69	0.572151	0.006094
70	0.565137	0.006208
71	0.558849	0.006087
72	0.552646	0.006354
73	0.546493	0.006335
74	0.540936	0.006165
75	0.535151	0.006093
76	0.529385	0.005831
77	0.523456	0.005700
78	0.517969	0.005637
79	0.512259	0.005305
80	0.507048	0.005147
81	0.501941	0.004609
82	0.497372	0.004535
83	0.492267	0.004167
84	0.487483	0.003908
85	0.482833	0.003642
86	0.478713	0.003481
87	0.474722	0.003933
88	0.470665	0.003543
89	0.467082	0.003532
90	0.463366	0.003588
91	0.459786	0.003453
92	0.456540	0.003429
93	0.452965	0.003758
94	0.448988	0.003773
95	0.445807	0.003943
96	0.442704	0.004437
97	0.439896	0.004336
98	0.436775	0.004007
99	0.433910	0.003966
100	0.431002	0.003304
101	0.428477	0.003220
102	0.425910	0.003420
103	0.423268	0.003346
104	0.421092	0.003490
105	0.418335	0.003501
106	0.416319	0.003436
107	0.414321	0.003768
108	0.412612	0.003666
109	0.411257	0.003423
110	0.409530	0.002844
111	0.407911	0.002771
112	0.405987	0.002756
113	0.404988	0.002788
114	0.403463	0.002943
115	0.402197	0.003062
116	0.400344	0.002717
117	0.398729	0.002582
118	0.397396	0.002353
119	0.396228	0.001990
120	0.394440	0.002193
121	0.393921	0.002155
122	0.392828	0.002342
123	0.391725	0.002609
124	0.390768	0.002143
125	0.390193	0.002540
126	0.389787	0.002833
127	0.389047	0.002830
128	0.387666	0.002486
129	0.386915	0.002660
130	0.386405	0.002185
131	0.385988	0.002175
132	0.385225	0.002491
133	0.384223	0.002939
134	0.383868	0.002850
135	0.383655	0.002693
136	0.383085	0.002791
137	0.382978	0.002483
138	0.382588	0.002605
139	0.382474	0.002526
140	0.381920	0.002566
141	0.381370	0.001783
142	0.381148	0.001954
143	0.380546	0.001952
144	0.380247	0.001997
145	0.380294	0.002160
146	0.380204	0.002314
147	0.380363	0.001800
148	0.380452	0.002155
149	0.380155	0.002021
150	0.379518	0.001773
151	0.379350	0.001552
152	0.379003	0.001688
153	0.379370	0.001597
154	0.378782	0.001709
155	0.378836	0.001665
156	0.378715	0.001711
157	0.379178	0.001554
158	0.378937	0.001497
159	0.378509	0.001831
160	0.378082	0.001832
161	0.377560	0.002022
162	0.377349	0.002215
163	0.376768	0.001904
164	0.376885	0.001562
165	0.376732	0.001826
166	0.376760	0.001993
167	0.376853	0.002201
168	0.376785	0.001853
169	0.376967	0.002141
170	0.376888	0.001854
171	0.376716	0.001826
172	0.376908	0.001938
173	0.376675	0.001687
174	0.376503	0.001803
175	0.376899	0.001973
176	0.376843	0.002052
177	0.376810	0.002231
178	0.376943	0.002361
179	0.376785	0.002403
180	0.376953	0.001892
181	0.376876	0.001562
182	0.376820	0.001625
183	0.377640	0.001738
184	0.377472	0.002178
185	0.377654	0.002040
186	0.377514	0.001780
187	0.377456	0.001251
188	0.377479	0.001038
189	0.377953	0.001127
190	0.378146	0.001294
191	0.378081	0.001694
192	0.378016	0.001255
193	0.377481	0.001221
194	0.377563	0.001471
195	0.377376	0.001600
196	0.377075	0.001473
197	0.377284	0.002045
198	0.376599	0.001751
199	0.375868	0.001609
200	0.375974	0.001716
201	0.376126	0.001470
202	0.376617	0.001618
203	0.376917	0.001537
204	0.377211	0.001438
205	0.377317	0.001439
206	0.377352	0.001522
207	0.377332	0.001442
208	0.377406	0.001865
209	0.377198	0.002070
210	0.377352	0.002163
211	0.377170	0.001521
212	0.377389	0.001946
213	0.377465	0.001835
214	0.377440	0.001690
215	0.377375	0.001912
216	0.377631	0.001997
217	0.377553	0.001975
218	0.377265	0.001800
219	0.377093	0.002043
220	0.377111	0.001827
221	0.377184	0.001622
222	0.376699	0.001979
223	0.376959	0.002136
224	0.376817	0.002199
225	0.376704	0.002274
226	0.376577	0.002299
227	0.376449	0.001972
228	0.376254	0.001670
229	0.376592	0.002337
230	0.376634	0.001878
231	0.376768	0.001067
232	0.376955	0.000816
233	0.377269	0.000886
234	0.377206	0.001068
235	0.377017	0.000881
236	0.376518	0.001262
237	0.377015	0.001363
238	0.376869	0.001309
239	0.377119	0.001279
240	0.376702	0.001101
241	0.377077	0.001112
242	0.377264	0.001245
243	0.377464	0.001691
244	0.377370	0.001685
245	0.377043	0.001745
246	0.376721	0.001436
247	0.376679	0.001463
248	0.376880	0.001225
249	0.376413	0.001096
250	0.376205	0.001327
251	0.376213	0.001070
252	0.376715	0.001027
253	0.376803	0.001354
254	0.376936	0.001280
255	0.376585	0.000943
256	0.376519	0.001036
257	0.376598	0.001762
258	0.376988	0.001747
259	0.376853	0.001800
260	0.376786	0.001745
261	0.376534	0.002019
262	0.376248	0.001920
263	0.376570	0.001734
264	0.376662	0.001925
265	0.376457	0.001594
266	0.376560	0.001490
267	0.376813	0.001329
268	0.376768	0.001664
269	0.376415	0.001639
270	0.376428	0.001704
271	0.376350	0.002129
272	0.376245	0.002341
273	0.376349	0.002436
274	0.376555	0.002307
275	0.376937	0.002294
276	0.376772	0.002375
277	0.376947	0.002491
278	0.376915	0.002736
279	0.377161	0.002380
280	0.377162	0.001740
281	0.377067	0.001589
282	0.377529	0.002202
283	0.377106	0.001578
284	0.376901	0.001795
285	0.376816	0.001496
286	0.376954	0.001748
287	0.376633	0.001951
288	0.376789	0.002401
289	0.377285	0.002631
290	0.377745	0.002845
291	0.377590	0.002651
292	0.377311	0.002347
293	0.377362	0.002153
294	0.377427	0.002536
295	0.377500	0.002758
296	0.377424	0.002219
297	0.377605	0.001969
298	0.377641	0.001929
299	0.377514	0.002410
300	0.378009	0.002063
301	0.378013	0.001749
302	0.377834	0.001153
303	0.377347	0.001192
304	0.377473	0.001222
305	0.377360	0.001363
306	0.377363	0.001896
307	0.377565	0.002057
308	0.377701	0.002365
309	0.377806	0.002391
310	0.377510	0.002737
311	0.377146	0.002642
312	0.376680	0.002552
313	0.376767	0.002368
314	0.376717	0.002229
315	0.376782	0.001911
316	0.376648	0.001799
317	0.376661	0.001229
318	0.376727	0.000868
319	0.377080	0.000900
320	0.376965	0.001136
321	0.377245	0.001677
322	0.377196	0.001398
323	0.377690	0.001439
324	0.378200	0.001773
325	0.378153	0.002418
326	0.377687	0.001814
327	0.377403	0.001554
328	0.377039	0.001534
329	0.377403	0.001910
330	0.377486	0.001659
331	0.377718	0.001827
332	0.377936	0.001797
333	0.377685	0.001703
334	0.377704	0.001637
335	0.377175	0.002009
336	0.377622	0.001694
337	0.377198	0.001868
338	0.377089	0.002133
339	0.376742	0.002215
340	0.376186	0.002158
341	0.376112	0.001692
342	0.375813	0.001685
343	0.375975	0.001770
344	0.375884	0.001638
345	0.376048	0.001462
346	0.376211	0.001286
347	0.376277	0.001652
348	0.376404	0.001681
349	0.376655	0.001603
350	0.376364	0.001255
351	0.376494	0.001300
352	0.376695	0.001960
353	0.377007	0.001668
354	0.376734	0.001357
355	0.376847	0.001744
356	0.376846	0.001939
357	0.376628	0.001916
358	0.376396	0.002387
359	0.376900	0.001981
360	0.376650	0.001899
361	0.376617	0.001794
362	0.376802	0.001878
363	0.376364	0.001830
364	0.376368	0.001765
365	0.376513	0.001690
