0	0.000000	0.000000
1	0.204607	0.000871
2	0.307533	0.000842
3	0.364681	0.000848
4	0.396936	0.001195
5	0.413033	0.001272
6	0.418849	0.001157
7	0.416210	0.000953
8	0.407322	0.001387
9	0.394263	0.001597
10	0.377249	0.001370
11	0.357932	0.000991
12	0.337282	0.000822
13	0.316170	0.000868
14	0.294489	0.001074
15	0.273013	0.001164
16	0.252181	0.000870
17	0.231963	0.000879
18	0.212615	0.000898
19	0.194342	0.000786
20	0.176985	0.000875
21	0.160759	0.000712
22	0.146019	0.000721
23	0.132075	0.000632
24	0.119712	0.000525
25	0.108477	0.000676
26	0.097984	0.000992
27	0.088489	0.000950
28	0.079756	0.000895
29	0.071981	0.000879
30	0.064818	0.000817
31	0.058589	0.000738
32	0.052748	0.000610
33	0.047548	0.000654
34	0.042914	0.000630
35	0.038641	0.000580
36	0.034847	0.000539
37	0.031397	0.000468
38	0.028329	0.000413
39	0.025487	0.000353
40	0.022963	0.000293
41	0.020740	0.000225
42	0.018675	0.000199
43	0.016860	0.000210
44	0.015174	0.000221
45	0.013678	0.000220
46	0.012351	0.000230
47	0.011121	0.000193
48	0.010057	0.000227
49	0.009095	0.000218
50	0.008251	0.000256
51	0.007472	0.000225
52	0.006726	0.000215
53	0.006043	0.000215
54	0.005426	0.000215
55	0.004926	0.000217
56	0.004451	0.000214
57	0.004027	0.000183
58	0.003632	0.000187
59	0.003303	0.000202
60	0.002964	0.000206
61	0.002691	0.000210
62	0.002456	0.000188
63	0.002227	0.000190
64	0.001999	0.000180
65	0.001803	0.000193
66	0.001633	0.000173
67	0.001475	0.000152
68	0.001349	0.000142
69	0.001233	0.000121
70	0.001121	0.000125
71	0.001012	0.000121
72	0.000918	0.000104
73	0.000819	0.000092
74	0.000738	0.000091
75	0.000672	0.000072
76	0.000606	0.000050
77	0.000550	0.000054
78	0.000508	0.000061
79	0.000455	0.000069
80	0.000413	0.000070
81	0.000376	0.000073
82	0.000339	0.000060
83	0.000314	0.000055
84	0.000283	0.000050
85	0.000252	0.000055
86	0.000233	0.000051
87	0.000209	0.000047
88	0.000188	0.000051
89	0.000172	0.000047
90	0.000157	0.000041
91	0.000140	0.000035
92	0.000137	0.000035
93	0.000125	0.000030
94	0.000117	0.000030
95	0.000108	0.000027
96	0.000102	0.000023
97	0.000093	0.000015
98	0.000088	0.000019
99	0.000082	0.000019
100	0.000077	0.000016
101	0.000072	0.000023
102	0.000069	0.000022
103	0.000062	0.000024
104	0.000055	0.000020
105	0.000048	0.000020
106	0.000044	0.000017
107	0.000039	0.000014
108	0.000030	0.000016
109	0.000028	0.000015
110	0.000025	0.000015
111	0.000022	0.000015
112	0.000020	0.000012
113	0.000020	0.000013
114	0.000019	0.000012
115	0.000017	0.000010
116	0.000017	0.000011
117	0.000016	0.000011
118	0.000013	0.000012
119	0.000012	0.000012
120	0.000012	0.000012
121	0.000009	0.000009
122	0.000007	0.000008
123	0.000007	0.000008
124	0.000007	0.000008
125	0.000008	0.000010
126	0.000008	0.000007
127	0.000008	0.000007
128	0.000009	0.000008
129	0.000008	0.000007
130	0.000005	0.000007
131	0.000005	0.000007
132	0.000005	0.000007
133	0.000005	0.000007
134	0.000005	0.000007
135	0.000004	0.000007
136	0.000004	0.000007
137	0.000004	0.000007
138	0.000004	0.000007
139	0.000003	0.000006
140	0.000003	0.000006
141	0.000003	0.000005
142	0.000003	0.000005
143	0.000003	0.000005
144	0.000002	0.000004
145	0.000004	0.000007
146	0.000004	0.000007
147	0.000004	0.000007
148	0.000004	0.000007
149	0.000003	0.000006
150	0.000002	0.000006
